condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 티비를 봤다.,봤다,-3.312257789178855,-2.982682228088379,24.731658290277057
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 티비를 보셨다.,보셨다,-2.6766926273703575,-1.7216425985097885,25.013759368695514
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 산책을 했다.,했다,-5.506138926904116,-3.060622215270996,25.25708592658104
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 산책을 하셨다.,하셨다,-5.0279765561489125,-4.245401382446289,25.441509114476663
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 산책을 했다.,했다,-5.085878559504636,-4.6559624671936035,25.183562655406586
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 산책을 하셨다.,하셨다,-4.28942234365968,-3.250723361968994,25.330457853022736
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 정원을 가꿨다.,가꿨다,-4.748782191611826,-4.899336437384288,24.535911764648628
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 정원을 가꾸셨다.,가꾸셨다,-4.28108430829727,-2.889717936515808,25.5771002364169
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 정원을 가꿨다.,가꿨다,-4.438182540830564,-6.016293227672577,24.31843213539597
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 정원을 가꾸셨다.,가꾸셨다,-3.4558633605949582,-2.3766547590494156,25.735073868471027
no_honorific,bert-kor-base,어제 저녁에 혼자서 할머니가 빨래를 널었다.,널었다,-4.203228838508949,-2.435337871313095,25.128946468937386
verb_only,bert-kor-base,어제 저녁에 혼자서 할머니가 빨래를 널으셨다.,널으셨다,-4.0605741554043355,-3.935835520426432,24.518705244395107
noun_only,bert-kor-base,어제 저녁에 혼자서 할머니께서 빨래를 널었다.,널었다,-3.580383542821639,-2.337987780570984,24.99123101729369
all_honorific,bert-kor-base,어제 저녁에 혼자서 할머니께서 빨래를 널으셨다.,널으셨다,-3.3266542533878236,-3.560481071472168,24.781216810949683
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 책을 읽었다.,읽었다,-3.983685342905422,-2.22930209338665,27.10239097727863
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 책을 읽으셨다.,읽으셨다,-3.2384584959596396,-2.795472227036953,26.24001768312665
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 책을 읽었다.,읽었다,-4.098316541355517,-2.389760635793209,26.920669980793367
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 책을 읽으셨다.,읽으셨다,-3.081131892930716,-1.8764958282311757,26.48684443192254
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 파스타를 먹었다.,먹었다,-4.926714248334368,-3.8785464763641357,25.147927850147813
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 파스타를 드셨다.,드셨다,-4.011966867186129,-3.74922251701355,25.053975791773272
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 파스타를 먹었다.,먹었다,-4.69175294186506,-4.713441848754883,24.652747146616374
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 파스타를 드셨다.,드셨다,-4.149607381038368,-4.086998105049133,25.0778414802682
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 호통을 쳤다.,쳤다,-4.136668357377251,-1.8745296001434326,24.98012781735399
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 호통을 치셨다.,치셨다,-3.6944326302967965,-2.1823543906211853,25.363770204564258
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 호통을 쳤다.,쳤다,-4.514390166538457,-3.3152995109558105,24.991797872110933
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 호통을 치셨다.,치셨다,-3.8865139667876063,-2.084532395005226,25.617126790648108
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 핸드폰을 샀다.,샀다,-5.381120122619905,-8.958087921142578,25.090810348004464
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 핸드폰을 사셨다.,사셨다,-4.409249640690784,-5.71399188041687,25.188997307173853
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 샀다.,샀다,-5.532938028336503,-9.846025466918945,24.886175758979444
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 핸드폰을 사셨다.,사셨다,-4.571101128330661,-4.9845054149627686,24.872562988198354
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 편지를 썼다.,썼다,-4.217872258508578,-1.3252204656600952,25.291210036234634
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 편지를 쓰셨다.,쓰셨다,-3.8513967795297503,-2.462708003818989,25.587567788479014
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 편지를 썼다.,썼다,-4.330428015789948,-1.9917584657669067,25.286554121910477
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 편지를 쓰셨다.,쓰셨다,-3.828911432582471,-2.014973782002926,25.69800541583466
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 노래를 불렀다.,불렀다,-4.3663770543644205,-1.184868335723877,25.815066439040336
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 노래를 부르셨다.,부르셨다,-3.5903952580152287,-3.5720867570489645,26.26269737926123
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 노래를 불렀다.,불렀다,-4.403336032642983,-1.6666829586029053,25.655108815125857
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 노래를 부르셨다.,부르셨다,-3.4789121651815043,-1.750484806485474,26.102189410863986
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 티비를 봤다.,봤다,-3.7533726528700857,-2.531592607498169,25.08711203308031
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 티비를 보셨다.,보셨다,-2.8775540861301123,-2.1028703451156616,25.129612385761526
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 티비를 봤다.,봤다,-3.5659932530381613,-2.9766831398010254,24.456488800618978
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 티비를 보셨다.,보셨다,-2.883021771442145,-1.656723067164421,24.538613956058985
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 산책을 했다.,했다,-4.905233460827731,-3.1521596908569336,24.959297278681486
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 산책을 하셨다.,하셨다,-4.566587598877959,-5.535573959350586,24.961531677281496
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 산책을 했다.,했다,-5.090476495097391,-4.859184265136719,24.845004488224095
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 산책을 하셨다.,하셨다,-4.491583270253614,-3.6426875591278076,25.03692336797492
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 정원을 가꿨다.,가꿨다,-4.341576876372776,-5.048156181971232,25.193534897434215
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 정원을 가꾸셨다.,가꾸셨다,-3.691679857671261,-3.414699286222458,25.903366459576922
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 정원을 가꿨다.,가꿨다,-4.4357454663311895,-5.9641114473342896,24.605029528238582
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 정원을 가꾸셨다.,가꾸셨다,-3.6029219538904727,-2.4825275242328644,26.270515022638847
no_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지가 빨래를 널었다.,널었다,-3.7802764134895472,-1.9834892749786377,24.66384484311125
verb_only,bert-kor-base,어제 저녁에 혼자서 할아버지가 빨래를 널으셨다.,널으셨다,-3.7593555836007,-4.218851248423259,24.010008080367058
noun_only,bert-kor-base,어제 저녁에 혼자서 할아버지께서 빨래를 널었다.,널었다,-3.7860696473055415,-2.401916980743408,24.354754871258194
all_honorific,bert-kor-base,어제 저녁에 혼자서 할아버지께서 빨래를 널으셨다.,널으셨다,-3.6154231931082905,-3.5936571756998696,24.455242270365524
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 책을 읽었다.,읽었다,-4.572308040922508,-2.826371766626835,24.951848366107313
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 책을 읽으셨다.,읽으셨다,-4.577161957406336,-3.630232418576876,25.026912601833498
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 책을 읽었다.,읽었다,-4.922529412200674,-3.502812646329403,24.00913578436188
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 책을 읽으셨다.,읽으셨다,-4.485882143593496,-3.0666505148013434,24.99430469122991
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 파스타를 먹었다.,먹었다,-4.987381474580616,-3.697676658630371,24.614421156836897
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 파스타를 드셨다.,드셨다,-4.782404220559531,-4.936478614807129,24.98358122898331
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 파스타를 먹었다.,먹었다,-5.520261269528419,-4.763086795806885,24.44342912604306
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 파스타를 드셨다.,드셨다,-4.890088819174303,-5.388893365859985,24.618878947147262
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 호통을 쳤다.,쳤다,-5.212860668776557,-2.801668167114258,24.718617877758035
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 호통을 치셨다.,치셨다,-4.863959313680728,-3.03888338804245,25.0059637390972
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 호통을 쳤다.,쳤다,-5.570218142820522,-4.327872276306152,24.407865865567043
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 호통을 치셨다.,치셨다,-4.908871545145909,-3.158811181783676,24.674342664119916
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 핸드폰을 샀다.,샀다,-5.9056372524106076,-7.793105125427246,24.391638958492837
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 핸드폰을 사셨다.,사셨다,-5.439024498220533,-6.81051778793335,24.640947760905977
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 핸드폰을 샀다.,샀다,-6.387201249732503,-9.440268516540527,23.873682248542334
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 핸드폰을 사셨다.,사셨다,-5.498349875211716,-6.8468170166015625,24.259440710288818
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 편지를 썼다.,썼다,-5.299786280574543,-2.2405622005462646,24.317763466849414
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 편지를 쓰셨다.,쓰셨다,-4.824093492468819,-2.9340178072452545,24.049327441937915
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 편지를 썼다.,썼다,-5.544349995441735,-3.9282784461975098,23.94234047448918
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 편지를 쓰셨다.,쓰셨다,-4.741978429025039,-3.2802147269248962,24.052313060756894
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 노래를 불렀다.,불렀다,-4.697599511327488,-1.08683443069458,24.63586532960768
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 노래를 부르셨다.,부르셨다,-4.2088569041807204,-2.6327549517154694,24.634995785324918
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 노래를 불렀다.,불렀다,-5.127814001669841,-2.3443312644958496,24.155232982478026
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 노래를 부르셨다.,부르셨다,-4.3542106514796615,-2.608223145827651,24.72554946651841
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 티비를 봤다.,봤다,-4.3392187228892,-3.0282726287841797,23.589957653899734
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 티비를 보셨다.,보셨다,-4.050970998489195,-3.8824368491768837,24.5321391532193
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 티비를 봤다.,봤다,-4.856515390565619,-3.945746421813965,23.083549922919968
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 티비를 보셨다.,보셨다,-4.072226432048613,-3.7381727546453476,24.584325568797112
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 산책을 했다.,했다,-6.293843542092612,-3.9874930381774902,24.179789353298823
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 산책을 하셨다.,하셨다,-6.172686911454158,-5.947730541229248,24.94087449712106
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 산책을 했다.,했다,-6.656312522079263,-5.309577465057373,23.233117042999922
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 산책을 하셨다.,하셨다,-6.014561581425369,-5.011416912078857,24.868875680163853
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 정원을 가꿨다.,가꿨다,-4.805091917328537,-4.922977050145467,23.092487517320006
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 정원을 가꾸셨다.,가꾸셨다,-4.46988037135452,-3.1098416596651077,24.235599787295612
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 정원을 가꿨다.,가꿨다,-4.859930573217571,-5.320322672526042,22.651518497062938
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 정원을 가꾸셨다.,가꾸셨다,-4.312772501156562,-2.8013096749782562,23.681691824008748
no_honorific,bert-kor-base,어제 저녁에 혼자서 사장님이 빨래를 널었다.,널었다,-4.720080019789748,-2.71375635266304,23.8144349132507
verb_only,bert-kor-base,어제 저녁에 혼자서 사장님이 빨래를 널으셨다.,널으셨다,-5.097038864675495,-4.908365249633789,23.931429895118445
noun_only,bert-kor-base,어제 저녁에 혼자서 사장님께서 빨래를 널었다.,널었다,-4.940705441287719,-3.4382998049259186,23.231413726825778
all_honorific,bert-kor-base,어제 저녁에 혼자서 사장님께서 빨래를 널으셨다.,널으셨다,-4.99419604619551,-4.78261152903239,23.61230989506707
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 책을 읽었다.,읽었다,-3.957413366788791,-2.2843722999095917,24.805665864596342
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 책을 읽으셨다.,읽으셨다,-3.2432466238737105,-2.4481914341449738,23.99296391173595
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 책을 읽었다.,읽었다,-3.830065787397325,-2.3211660385131836,24.25398129301983
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 책을 읽으셨다.,읽으셨다,-3.1417019328271802,-1.8727990413705509,24.156385954169412
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 파스타를 먹었다.,먹었다,-4.470194779750374,-3.693714141845703,25.107177592921776
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 파스타를 드셨다.,드셨다,-3.9067312639206646,-3.708740234375,24.00538243498945
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 파스타를 먹었다.,먹었다,-4.559323118254542,-6.916707992553711,23.744420088153845
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 파스타를 드셨다.,드셨다,-4.009702067822218,-4.367887020111084,24.232793030433534
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 호통을 쳤다.,쳤다,-4.415395499310559,-3.983398914337158,24.057956843427608
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 호통을 치셨다.,치셨다,-4.01655461192131,-2.647723972797394,23.71935740040891
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 호통을 쳤다.,쳤다,-4.574250518158078,-4.8308587074279785,23.955108466489236
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 호통을 치셨다.,치셨다,-3.979832671582699,-2.4538998156785965,24.200289685281668
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 핸드폰을 샀다.,샀다,-5.973842296749353,-9.478074073791504,22.970383962791033
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 핸드폰을 사셨다.,사셨다,-4.718430445012119,-4.973824501037598,22.907101226579556
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 핸드폰을 샀다.,샀다,-5.54769875937038,-10.619815826416016,23.05167534633966
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 핸드폰을 사셨다.,사셨다,-4.621878948621452,-5.486081600189209,23.03458302256631
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 편지를 썼다.,썼다,-4.649236144148745,-2.40950083732605,23.233634366813718
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 편지를 쓰셨다.,쓰셨다,-3.9735713423126273,-2.366475388407707,22.832603845670615
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 편지를 썼다.,썼다,-4.404038470755848,-4.322512626647949,23.31596590143476
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 편지를 쓰셨다.,쓰셨다,-3.664101902395487,-2.294976145029068,22.947471746112488
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 노래를 불렀다.,불렀다,-4.496766177820973,-1.2810183763504028,24.24338716172668
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 노래를 부르셨다.,부르셨다,-3.6643922157171698,-2.3802711609750986,24.463068168910386
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 노래를 불렀다.,불렀다,-3.9831003048974605,-2.2882633209228516,24.295546060080355
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 노래를 부르셨다.,부르셨다,-3.2787709828466176,-1.7908061193302274,24.50689210007264
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 티비를 봤다.,봤다,-3.4874784246914916,-2.596165418624878,23.149511460901287
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 티비를 보셨다.,보셨다,-2.899875912070274,-1.7991847097873688,23.126157592775325
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 티비를 봤다.,봤다,-3.862738460302353,-4.101515769958496,22.57795257419107
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 티비를 보셨다.,보셨다,-2.999543521553278,-1.7650772482156754,22.94363171748402
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 산책을 했다.,했다,-5.671339034801349,-3.8901207447052,23.62119520674125
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 산책을 하셨다.,하셨다,-4.965224907267839,-3.828054666519165,23.2109876913481
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 산책을 했다.,했다,-5.175167781611283,-4.9295268058776855,23.33766598439003
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 산책을 하셨다.,하셨다,-4.355897368552784,-3.247776508331299,23.4345541305801
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 정원을 가꿨다.,가꿨다,-4.536447473547676,-5.062797586123149,22.997491180289426
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 정원을 가꾸셨다.,가꾸셨다,-3.962631260789931,-3.3651819229125977,22.774385654561744
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 정원을 가꿨다.,가꿨다,-4.266585282050073,-5.484886447588603,22.00494215390757
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 정원을 가꾸셨다.,가꾸셨다,-3.476252366365357,-2.4950333535671234,22.80454178049463
no_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님이 빨래를 널었다.,널었다,-4.728986002194385,-2.2348843216896057,22.878816271888052
verb_only,bert-kor-base,어제 저녁에 혼자서 팀장님이 빨래를 널으셨다.,널으셨다,-4.22061572233215,-4.101944128672282,22.129529137915004
noun_only,bert-kor-base,어제 저녁에 혼자서 팀장님께서 빨래를 널었다.,널었다,-3.86241428302601,-2.493632197380066,22.382578906949714
all_honorific,bert-kor-base,어제 저녁에 혼자서 팀장님께서 빨래를 널으셨다.,널으셨다,-3.6859103406525473,-3.5335800647735596,22.48705492769585
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 책을 읽었다.,읽었다,-3.9683677159870663,-2.137573763728142,25.17091573919274
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 책을 읽으셨다.,읽으셨다,-3.4479040374979375,-1.965901829302311,24.217130226454156
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 책을 읽었다.,읽었다,-4.674431090243161,-2.6713581308722496,24.605142348857548
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 책을 읽으셨다.,읽으셨다,-3.7216868976131083,-1.8176945770780246,24.12061631451236
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 파스타를 먹었다.,먹었다,-4.519513845857647,-3.709960699081421,23.911565211013187
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 파스타를 드셨다.,드셨다,-4.074662080407142,-3.84342622756958,23.583725002632466
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 파스타를 먹었다.,먹었다,-5.333586392717229,-5.279148578643799,23.699088213108823
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 파스타를 드셨다.,드셨다,-4.47770456597209,-4.254114151000977,23.69505143632777
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 호통을 쳤다.,쳤다,-4.978805597457621,-3.2660598754882812,24.08029807770529
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 호통을 치셨다.,치셨다,-4.233643883652985,-1.98670444637537,24.10873988057438
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 호통을 쳤다.,쳤다,-5.55562683670885,-5.135796070098877,23.788700805236793
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 호통을 치셨다.,치셨다,-4.624504110310227,-2.2930514588952065,24.185645018595398
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 핸드폰을 샀다.,샀다,-6.041140255518258,-9.544181823730469,23.7585639413608
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 핸드폰을 사셨다.,사셨다,-4.911474497160977,-5.023908853530884,23.616484257968814
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 핸드폰을 샀다.,샀다,-6.6727116741240025,-11.046195030212402,23.62919721552059
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 핸드폰을 사셨다.,사셨다,-5.134589355231987,-5.008996248245239,23.705692346901955
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 편지를 썼다.,썼다,-5.0334850759245455,-1.9082492589950562,24.101888091764003
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 편지를 쓰셨다.,쓰셨다,-4.285321383737028,-2.151692181825638,24.02712104205851
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 편지를 썼다.,썼다,-5.296691710478626,-3.005159378051758,23.712904611348538
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 편지를 쓰셨다.,쓰셨다,-4.375272166087395,-2.440845176577568,24.168785215366015
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 노래를 불렀다.,불렀다,-4.548493692884222,-1.1284297704696655,24.73513096396328
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 노래를 부르셨다.,부르셨다,-3.7079081785761647,-1.7365233059972525,24.67625511119751
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 노래를 불렀다.,불렀다,-5.024372731801122,-1.988586664199829,24.426739929603333
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 노래를 부르셨다.,부르셨다,-4.030490847614904,-1.9716794034466147,24.738155106896052
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 티비를 봤다.,봤다,-3.7222730248338647,-3.095872640609741,23.28475036237256
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 티비를 보셨다.,보셨다,-3.027393094450235,-1.614971399307251,23.506707043992478
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 티비를 봤다.,봤다,-4.262421234200398,-4.153469085693359,22.986137573610065
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 티비를 보셨다.,보셨다,-3.301628606207669,-1.838703215122223,23.659537706855204
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 산책을 했다.,했다,-6.076639248523861,-3.788560390472412,24.14523322322626
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 산책을 하셨다.,하셨다,-5.579713168088347,-4.032715320587158,24.040103668406843
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 산책을 했다.,했다,-6.536191429710016,-5.515046119689941,23.80049193577995
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 산책을 하셨다.,하셨다,-5.686338343308307,-4.297743797302246,24.06103326908624
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 정원을 가꿨다.,가꿨다,-4.739494297145442,-5.486894190311432,23.08996693958896
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 정원을 가꾸셨다.,가꾸셨다,-3.9300582484342157,-2.798632025718689,23.46628974517851
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 정원을 가꿨다.,가꿨다,-5.230084996501153,-6.263243158658345,22.77420128916002
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 정원을 가꾸셨다.,가꾸셨다,-4.034187953919172,-2.5456339567899704,23.68046455581219
no_honorific,bert-kor-base,어제 저녁에 혼자서 이모님이 빨래를 널었다.,널었다,-4.328786047175527,-2.6041758060455322,23.6661748613173
verb_only,bert-kor-base,어제 저녁에 혼자서 이모님이 빨래를 널으셨다.,널으셨다,-3.9554262359626593,-3.898101488749186,22.962670884865137
noun_only,bert-kor-base,어제 저녁에 혼자서 이모님께서 빨래를 널었다.,널었다,-4.854023581784633,-3.2545121908187866,23.336546033367608
all_honorific,bert-kor-base,어제 저녁에 혼자서 이모님께서 빨래를 널으셨다.,널으셨다,-4.08596932804212,-3.7830325762430825,23.070506758678533
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 책을 읽었다.,읽었다,-5.17488726740703,-2.866847336292267,25.32409036735719
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 책을 읽으셨다.,읽으셨다,-5.129879678806497,-3.9470226503908634,25.12210843873908
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 책을 읽었다.,읽었다,-4.51394562692278,-2.878454688936472,25.1462107753616
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 책을 읽으셨다.,읽으셨다,-3.6891313068568707,-2.2954048961400986,24.676761428121647
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 파스타를 먹었다.,먹었다,-4.850902069127187,-3.143108606338501,25.043211053690467
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 파스타를 드셨다.,드셨다,-4.652951776567432,-4.187474250793457,25.230077771089544
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 파스타를 먹었다.,먹었다,-4.973307785474592,-5.132419109344482,24.189390112800588
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 파스타를 드셨다.,드셨다,-4.269029430299997,-4.5059661865234375,24.65801669503881
no_honorific,bert-kor-base,어제 저녁에 혼자서 손님이 호통을 쳤다.,쳤다,-5.273760291049257,-2.3047704696655273,25.047754147395658
verb_only,bert-kor-base,어제 저녁에 혼자서 손님이 호통을 치셨다.,치셨다,-4.917510866290993,-3.4416388869285583,24.863003504532795
noun_only,bert-kor-base,어제 저녁에 혼자서 손님께서 호통을 쳤다.,쳤다,-5.565450094743735,-4.279991149902344,24.83551104589647
all_honorific,bert-kor-base,어제 저녁에 혼자서 손님께서 호통을 치셨다.,치셨다,-4.411253602989018,-2.4436097890138626,25.128151221159797
